image_path,boredom,engagement,confusion,frustration,split
Train\400018\4000182028\4000182028.jpg,1,2,0,0,train
Train\400018\4000182029\4000182029.jpg,1,2,0,0,train
Train\400018\4000182030\4000182030.jpg,1,3,0,0,train
Train\400018\4000182031\4000182031.jpg,0,2,0,0,train
Train\400018\4000182032\4000182032.jpg,0,3,0,0,train
Train\400018\4000182033\4000182033.jpg,1,2,0,0,train
Train\400018\4000182035\4000182035.jpg,2,1,0,2,train
Train\400018\4000182036\4000182036.jpg,1,2,0,1,train
Train\400018\4000182037\4000182037.jpg,2,2,1,1,train
Train\400018\4000182038\4000182038.jpg,2,2,0,0,train
Train\400018\4000182039\4000182039.jpg,2,2,0,0,train
Train\400018\4000182040\4000182040.jpg,0,3,0,0,train
Train\400018\4000182041\4000182041.jpg,1,3,0,0,train
Train\400018\4000182042\4000182042.jpg,0,3,0,0,train
Train\400018\4000182044\4000182044.jpg,1,3,0,0,train
Train\400018\4000182046\4000182046.jpg,2,2,1,0,train
Train\400018\4000182047\4000182047.jpg,0,2,0,0,train
Train\400018\4000182049\4000182049.jpg,0,3,0,0,train
Train\400018\4000182050\4000182050.jpg,0,2,0,1,train
Train\400018\4000182051\4000182051.jpg,2,2,1,0,train
Train\400018\4000182053\4000182053.jpg,1,2,0,0,train
Train\400018\4000182054\4000182054.jpg,0,2,0,0,train
Train\400018\4000182055\4000182055.jpg,0,2,0,0,train
Train\400018\4000182058\4000182058.jpg,1,2,0,0,train
Train\400018\4000182059\4000182059.jpg,2,3,0,0,train
Train\400018\4000182060\4000182060.jpg,1,3,2,0,train
Train\400018\4000182062\4000182062.jpg,2,2,1,1,train
Train\400018\4000182063\4000182063.jpg,1,2,0,0,train
Train\400018\4000182064\4000182064.jpg,0,3,0,0,train
Train\400018\4000182067\4000182067.jpg,2,2,1,2,train
Train\400018\4000182068\4000182068.jpg,2,2,0,1,train
Train\400018\4000182069\4000182069.jpg,0,2,0,0,train
Train\411021\4110211001\4110211001.jpg,1,1,0,0,train
Train\411021\4110211004\4110211004.jpg,2,1,0,0,train
Train\411021\4110211005\4110211005.jpg,2,1,0,3,train
Train\411021\4110211006\4110211006.jpg,2,2,1,0,train
Train\411021\4110211007\4110211007.jpg,2,2,0,0,train
Train\411021\4110211008\4110211008.jpg,2,2,2,1,train
Train\411021\4110211009\4110211009.jpg,2,2,3,0,train
Train\411021\4110211011\4110211011.jpg,3,2,3,2,train
Train\411021\4110211013\4110211013.jpg,3,1,0,0,train
Train\411021\4110211014\4110211014.jpg,3,1,1,1,train
Train\411021\4110211015\4110211015.jpg,0,0,0,0,train
Train\411021\4110211016\4110211016.jpg,0,3,1,0,train
Train\411021\4110211018\4110211018.jpg,3,2,2,1,train
Train\411021\4110211019\4110211019.jpg,0,3,0,0,train
Train\411021\4110211020\4110211020.jpg,2,2,0,0,train
Train\411021\4110211021\4110211021.jpg,2,1,0,0,train
Train\411021\4110211022\4110211022.jpg,2,1,1,1,train
Train\411021\4110211023\4110211023.jpg,3,1,1,1,train
Train\411021\4110211024\4110211024.jpg,1,2,1,1,train
Train\411021\4110211025\4110211025.jpg,3,0,0,1,train
Train\411021\4110211026\4110211026.jpg,3,2,0,0,train
Train\411021\4110211027\4110211027.jpg,3,1,0,0,train
Train\411021\4110211028\4110211028.jpg,3,1,2,0,train
Train\411021\4110211030\4110211030.jpg,3,2,0,0,train
Train\411021\4110211032\4110211032.jpg,3,2,1,1,train
Train\411021\4110211033\4110211033.jpg,2,2,2,2,train
Train\411021\4110211034\4110211034.jpg,2,2,0,0,train
Train\411021\4110211035\4110211035.jpg,1,2,0,0,train
Train\411021\4110211036\4110211036.jpg,2,1,3,2,train
Train\411021\4110211037\4110211037.jpg,3,2,1,0,train
Train\411021\4110211038\4110211038.jpg,2,1,0,0,train
Train\411021\4110211039\4110211039.jpg,3,1,2,2,train
Train\411021\4110211040\4110211040.jpg,2,0,1,0,train
Train\411021\4110211041\4110211041.jpg,2,2,1,1,train
Train\411021\4110211043\4110211043.jpg,2,2,3,3,train
Train\411021\4110211044\4110211044.jpg,3,3,0,0,train
Train\411021\4110211045\4110211045.jpg,3,1,2,0,train
Train\411021\4110211046\4110211046.jpg,2,3,3,3,train
Train\411021\4110211047\4110211047.jpg,3,3,1,2,train
Train\411021\4110211048\4110211048.jpg,3,2,0,0,train
Train\411021\4110211049\4110211049.jpg,2,2,0,0,train
Train\411021\4110211050\4110211050.jpg,2,2,2,2,train
Train\411021\4110211051\4110211051.jpg,2,3,0,0,train
Train\411021\4110211052\4110211052.jpg,2,2,0,0,train
Train\411021\4110211053\4110211053.jpg,2,1,0,1,train
Train\411021\4110211054\4110211054.jpg,2,2,0,0,train
Train\411021\4110211055\4110211055.jpg,2,1,1,1,train
Train\411021\4110211056\4110211056.jpg,2,3,0,0,train
Train\411021\4110211057\4110211057.jpg,2,2,2,3,train
Train\411021\4110211058\4110211058.jpg,0,3,0,0,train
Train\411021\4110211060\4110211060.jpg,1,2,0,1,train
Train\411021\4110211061\4110211061.jpg,2,0,2,3,train
Train\411021\4110211062\4110211062.jpg,3,2,2,2,train
Train\411021\4110211063\4110211063.jpg,2,2,0,0,train
Train\411021\4110211064\4110211064.jpg,0,2,0,0,train
Train\411021\4110211065\4110211065.jpg,0,2,2,1,train
Train\411021\4110211067\4110211067.jpg,2,3,1,1,train
Train\411021\4110211068\4110211068.jpg,2,2,2,0,train
Train\411021\4110211072\4110211072.jpg,2,2,0,0,train
Train\411021\4110211073\4110211073.jpg,3,2,0,0,train
Train\411021\4110211075\4110211075.jpg,2,1,2,2,train
Train\411021\4110211076\4110211076.jpg,2,3,0,0,train
Train\411021\4110211078\4110211078.jpg,2,1,1,2,train
Train\411021\4110211079\4110211079.jpg,2,2,1,0,train
Train\411021\4110211080\4110211080.jpg,2,2,2,2,train
Train\411021\4110212003\4110212003.jpg,0,2,2,0,train
Train\411021\4110212004\4110212004.jpg,2,2,1,0,train
Train\411021\4110212007\4110212007.jpg,0,2,0,0,train
Train\411021\4110212008\4110212008.jpg,0,2,0,0,train
Train\411021\4110212009\4110212009.jpg,2,2,0,0,train
Train\411021\4110212010\4110212010.jpg,0,2,0,0,train
Train\411021\4110212011\4110212011.jpg,1,2,1,1,train
Train\411021\4110212013\4110212013.jpg,1,3,0,0,train
Train\411021\4110212014\4110212014.jpg,3,3,0,0,train
Train\411021\4110212015\4110212015.jpg,2,2,0,1,train
Train\411021\4110212016\4110212016.jpg,1,2,0,0,train
Train\411021\4110212017\4110212017.jpg,2,2,0,0,train
Train\411021\4110212018\4110212018.jpg,1,2,1,1,train
Train\411021\4110212019\4110212019.jpg,2,2,0,1,train
Train\411021\4110212021\4110212021.jpg,2,3,0,0,train
Train\411021\4110212023\4110212023.jpg,2,2,1,1,train
Train\411021\4110212024\4110212024.jpg,2,2,0,2,train
Train\411021\4110212026\4110212026.jpg,2,2,2,2,train
Train\411021\4110212027\4110212027.jpg,2,2,0,0,train
Train\411021\4110212029\4110212029.jpg,2,2,1,0,train
Train\411021\4110212030\4110212030.jpg,1,3,1,1,train
Train\411021\4110212033\4110212033.jpg,2,2,0,0,train
Train\411021\4110212034\4110212034.jpg,3,1,2,0,train
Train\411021\4110212035\4110212035.jpg,1,2,0,0,train
Train\411021\4110212036\4110212036.jpg,2,1,2,1,train
Train\411021\4110212038\4110212038.jpg,2,2,2,0,train
Train\411021\4110212039\4110212039.jpg,1,3,1,0,train
Train\411021\4110212041\4110212041.jpg,1,2,1,3,train
Train\411021\4110212042\4110212042.jpg,0,2,0,0,train
Train\411021\4110212044\4110212044.jpg,1,3,1,0,train
Train\411021\4110212045\4110212045.jpg,1,2,0,0,train
Train\411021\4110212046\4110212046.jpg,1,2,0,0,train
Train\411021\4110212047\4110212047.jpg,1,3,1,0,train
Train\411021\4110212049\4110212049.jpg,3,1,1,1,train
Train\411021\4110212050\4110212050.jpg,2,2,0,2,train
Train\411021\4110212051\4110212051.jpg,2,1,0,1,train
Train\411021\4110212052\4110212052.jpg,0,3,0,0,train
Train\411021\4110212053\4110212053.jpg,2,2,0,0,train
Train\411021\4110212054\4110212054.jpg,2,2,0,0,train
Train\411021\4110212055\4110212055.jpg,0,2,0,0,train
Train\411021\4110212056\4110212056.jpg,1,2,0,1,train
Train\411021\4110212059\4110212059.jpg,2,2,1,0,train
Train\411021\4110212061\4110212061.jpg,3,2,0,0,train
Train\411021\4110212062\4110212062.jpg,3,1,1,0,train
Train\411021\4110212063\4110212063.jpg,2,2,1,1,train
Train\411021\4110212064\4110212064.jpg,0,2,0,0,train
Train\411021\4110212069\4110212069.jpg,3,2,1,1,train
Train\411031\4110311001\4110311001.jpg,0,3,0,0,train
Train\411031\4110311003\4110311003.jpg,0,3,0,0,train
Train\411031\4110311004\4110311004.jpg,0,3,0,0,train
Train\411031\4110311005\4110311005.jpg,1,2,0,0,train
Train\411031\4110311006\4110311006.jpg,2,1,0,1,train
Train\411031\4110311012\4110311012.jpg,3,2,2,0,train
Train\411031\4110311015\4110311015.jpg,2,3,0,0,train
Train\411031\4110311017\4110311017.jpg,2,2,1,0,train
Train\411031\4110311018\4110311018.jpg,3,3,0,0,train
Train\411031\4110311019\4110311019.jpg,3,2,0,0,train
Train\411031\4110311020\4110311020.jpg,3,2,0,0,train
Train\411031\4110311021\4110311021.jpg,2,2,0,1,train
Train\411031\4110311023\4110311023.jpg,2,1,2,3,train
Train\411031\4110311030\4110311030.jpg,3,2,0,0,train
Train\411031\4110311031\4110311031.jpg,1,3,0,0,train
Train\411031\4110311032\4110311032.jpg,2,2,0,0,train
Train\411031\4110311033\4110311033.jpg,0,2,0,1,train
Train\411031\4110311034\4110311034.jpg,2,2,1,2,train
Train\411031\4110311036\4110311036.jpg,1,3,0,0,train
Train\411031\4110311037\4110311037.jpg,0,3,1,1,train
Train\411031\4110311038\4110311038.jpg,0,3,0,0,train
Train\411031\4110311042\4110311042.jpg,0,3,0,0,train
Train\411031\4110311043\4110311043.jpg,2,3,0,0,train
Train\411031\4110311044\4110311044.jpg,0,2,0,0,train
Train\411031\4110311045\4110311045.jpg,3,1,0,2,train
Train\411031\4110311046\4110311046.jpg,2,2,2,1,train
Train\411031\4110311048\4110311048.jpg,2,1,0,2,train
Train\411031\4110311049\4110311049.jpg,3,2,0,1,train
Train\411031\4110311050\4110311050.jpg,2,2,0,2,train
Train\411031\4110311053\4110311053.jpg,1,3,0,0,train
Train\411031\4110311054\4110311054.jpg,0,1,0,0,train
Train\411031\4110311057\4110311057.jpg,2,2,0,0,train
Train\411031\4110311061\4110311061.jpg,1,2,0,0,train
Train\411031\4110311062\4110311062.jpg,2,1,1,1,train
Train\411031\4110311064\4110311064.jpg,2,2,1,0,train
Train\411031\4110311065\4110311065.jpg,1,2,0,0,train
Train\411031\4110311067\4110311067.jpg,2,2,0,0,train
Train\411031\4110311068\4110311068.jpg,2,2,0,0,train
Train\411031\4110311072\4110311072.jpg,1,2,0,0,train
Train\411031\4110312006\4110312006.jpg,0,3,0,0,train
Train\411031\4110312007\4110312007.jpg,3,2,2,2,train
Train\411031\4110312008\4110312008.jpg,2,2,2,0,train
Train\411031\4110312009\4110312009.jpg,2,1,2,0,train
Train\411031\4110312013\4110312013.jpg,3,2,0,0,train
Train\411031\4110312023\4110312023.jpg,0,3,0,0,train
Train\411031\4110312024\4110312024.jpg,0,3,0,0,train
Train\411031\4110312025\4110312025.jpg,0,3,0,0,train
Train\411031\4110312027\4110312027.jpg,3,2,0,0,train
Train\411031\4110312030\4110312030.jpg,0,3,0,0,train
Train\411031\4110312031\4110312031.jpg,2,2,1,1,train
Train\411031\4110312048\4110312048.jpg,0,2,1,1,train
Train\411031\4110312049\4110312049.jpg,2,2,0,0,train
Train\411031\4110312078\4110312078.jpg,0,3,0,0,train
Train\414081\414081010\414081010.jpg,0,3,0,0,train
Train\414081\414081011\414081011.jpg,2,3,1,0,train
Train\414081\4140810110\4140810110.jpg,0,3,0,0,train
Train\414081\4140810114\4140810114.jpg,0,3,0,0,train
Train\414081\4140810117\4140810117.jpg,1,3,1,0,train
Train\414081\4140810122\4140810122.jpg,0,3,0,0,train
Train\414081\4140810124\4140810124.jpg,0,3,0,0,train
Train\414081\4140810125\4140810125.jpg,0,3,0,0,train
Train\414081\4140810126\4140810126.jpg,0,3,0,0,train
Train\414081\4140810127\4140810127.jpg,0,3,0,0,train
Train\414081\4140810128\4140810128.jpg,0,3,0,0,train
Train\414081\4140810129\4140810129.jpg,1,2,0,1,train
Train\414081\414081013\414081013.jpg,0,2,0,0,train
Train\414081\4140810132\4140810132.jpg,1,3,1,1,train
Train\414081\4140810133\4140810133.jpg,2,3,0,1,train
Train\414081\4140810135\4140810135.jpg,1,2,0,0,train
Train\414081\4140810136\4140810136.jpg,1,3,1,0,train
Train\414081\4140810138\4140810138.jpg,1,3,0,0,train
Train\414081\4140810139\4140810139.jpg,1,2,1,1,train
Train\414081\4140810140\4140810140.jpg,1,2,1,2,train
Train\414081\4140810142\4140810142.jpg,1,3,1,1,train
Train\414081\4140810143\4140810143.jpg,0,3,0,0,train
Train\414081\4140810144\4140810144.jpg,1,3,0,0,train
Train\414081\4140810145\4140810145.jpg,0,3,0,0,train
Train\414081\4140810146\4140810146.jpg,0,3,2,1,train
Train\414081\4140810148\4140810148.jpg,0,3,0,0,train
Train\414081\414081015\414081015.jpg,2,2,1,0,train
Train\414081\4140810150\4140810150.jpg,0,3,0,0,train
Train\414081\4140810151\4140810151.jpg,1,3,0,0,train
Train\414081\4140810152\4140810152.jpg,0,3,1,0,train
Train\414081\4140810153\4140810153.jpg,2,1,0,1,train
Train\414081\4140810154\4140810154.jpg,1,3,1,1,train
Train\414081\4140810158\4140810158.jpg,0,3,0,0,train
Train\414081\4140810159\4140810159.jpg,2,2,0,0,train
Train\414081\414081016\414081016.jpg,1,3,0,0,train
Train\414081\4140810162\4140810162.jpg,2,1,1,0,train
Train\414081\4140810163\4140810163.jpg,1,3,1,1,train
Train\414081\4140810164\4140810164.jpg,1,3,0,0,train
Train\414081\4140810165\4140810165.jpg,1,3,0,0,train
Train\414081\414081017\414081017.jpg,2,3,0,0,train
Train\414081\4140810171\4140810171.jpg,1,2,1,1,train
Train\414081\4140810173\4140810173.jpg,2,3,1,0,train
Train\414081\4140810175\4140810175.jpg,1,3,1,0,train
Train\414081\4140810176\4140810176.jpg,1,3,0,0,train
Train\414081\4140810179\4140810179.jpg,1,2,0,0,train
Train\414081\414081018\414081018.jpg,0,3,0,0,train
Train\414081\4140810180\4140810180.jpg,1,3,1,1,train
Train\414081\4140810181\4140810181.jpg,1,3,0,0,train
Train\414081\4140810182\4140810182.jpg,0,3,0,0,train
Train\414081\4140810183\4140810183.jpg,0,3,0,0,train
Train\414081\4140810184\4140810184.jpg,1,2,1,1,train
Train\414081\4140810185\4140810185.jpg,0,3,0,0,train
Train\414081\414081019\414081019.jpg,0,3,0,0,train
Train\414081\414081021\414081021.jpg,0,3,0,0,train
Train\414081\4140810210\4140810210.jpg,2,1,0,0,train
Train\414081\4140810211\4140810211.jpg,1,3,1,1,train
Train\414081\4140810212\4140810212.jpg,1,2,1,1,train
Train\414081\4140810215\4140810215.jpg,1,2,0,0,train
Train\414081\4140810217\4140810217.jpg,2,1,0,0,train
Train\414081\4140810219\4140810219.jpg,2,1,0,1,train
Train\414081\4140810220\4140810220.jpg,0,3,0,0,train
Train\414081\4140810221\4140810221.jpg,1,2,1,0,train
Train\414081\4140810222\4140810222.jpg,2,3,1,0,train
Train\414081\4140810223\4140810223.jpg,0,3,0,0,train
Train\414081\4140810224\4140810224.jpg,1,3,1,0,train
Train\414081\4140810225\4140810225.jpg,1,2,0,1,train
Train\414081\4140810226\4140810226.jpg,1,2,0,1,train
Train\414081\4140810228\4140810228.jpg,1,3,0,0,train
Train\414081\4140810229\4140810229.jpg,1,3,0,0,train
Train\414081\414081023\414081023.jpg,1,3,0,0,train
Train\414081\4140810230\4140810230.jpg,0,3,0,0,train
Train\414081\4140810233\4140810233.jpg,1,3,1,1,train
Train\414081\4140810234\4140810234.jpg,2,2,1,0,train
Train\414081\4140810237\4140810237.jpg,0,3,0,0,train
Train\414081\4140810239\4140810239.jpg,0,3,0,0,train
Train\414081\4140810240\4140810240.jpg,1,3,0,0,train
Train\414081\4140810242\4140810242.jpg,0,2,0,0,train
Train\414081\4140810244\4140810244.jpg,1,2,0,0,train
Train\414081\4140810246\4140810246.jpg,1,3,0,0,train
Train\414081\4140810247\4140810247.jpg,1,2,1,0,train
Train\414081\4140810249\4140810249.jpg,1,2,1,0,train
Train\414081\414081025\414081025.jpg,0,3,0,0,train
Train\414081\4140810250\4140810250.jpg,1,2,1,0,train
Train\414081\4140810251\4140810251.jpg,0,3,0,0,train
Train\414081\4140810252\4140810252.jpg,2,3,1,2,train
Train\414081\4140810253\4140810253.jpg,1,2,2,0,train
Train\414081\4140810254\4140810254.jpg,1,3,0,0,train
Train\414081\4140810255\4140810255.jpg,2,3,0,0,train
Train\414081\4140810256\4140810256.jpg,1,3,0,0,train
Train\414081\4140810257\4140810257.jpg,1,2,0,0,train
Train\414081\4140810258\4140810258.jpg,0,3,0,0,train
Train\414081\4140810259\4140810259.jpg,1,3,0,0,train
Train\414081\414081026\414081026.jpg,0,3,0,0,train
Train\414081\4140810264\4140810264.jpg,0,3,0,0,train
Train\414081\4140810265\4140810265.jpg,1,3,1,0,train
Train\414081\4140810266\4140810266.jpg,0,3,0,0,train
Train\414081\4140810268\4140810268.jpg,1,3,1,1,train
Train\414081\4140810269\4140810269.jpg,1,3,1,1,train
Train\414081\414081027\414081027.jpg,1,3,0,0,train
Train\414081\4140810270\4140810270.jpg,0,2,0,0,train
Train\414081\4140810271\4140810271.jpg,0,3,2,0,train
Train\414081\4140810272\4140810272.jpg,1,1,0,0,train
Train\414081\4140810273\4140810273.jpg,1,2,1,0,train
Train\414081\4140810274\4140810274.jpg,1,3,1,0,train
Train\414081\4140810276\4140810276.jpg,1,3,1,0,train
Train\414081\4140810277\4140810277.jpg,1,3,1,1,train
Train\414081\4140810278\4140810278.jpg,1,2,1,0,train
Train\414081\4140810279\4140810279.jpg,1,3,1,1,train
Train\414081\414081028\414081028.jpg,1,2,0,0,train
Train\414081\4140810280\4140810280.jpg,1,3,1,1,train
Train\414081\414081029\414081029.jpg,1,2,1,0,train
Train\459999\459999011\459999011.jpg,0,3,0,0,train
Train\459999\4599990110\4599990110.jpg,1,2,0,0,train
Train\459999\4599990112\4599990112.jpg,1,3,0,0,train
Train\459999\4599990113\4599990113.jpg,1,3,1,0,train
Train\459999\4599990114\4599990114.jpg,0,3,0,0,train
Train\459999\4599990116\4599990116.jpg,1,3,0,0,train
Train\459999\4599990117\4599990117.jpg,1,3,0,0,train
Train\459999\4599990118\4599990118.jpg,0,3,1,0,train
Train\459999\4599990119\4599990119.jpg,1,3,0,0,train
Train\459999\459999012\459999012.jpg,1,2,1,1,train
Train\459999\4599990120\4599990120.jpg,0,2,2,1,train
Train\459999\4599990125\4599990125.jpg,0,3,0,0,train
Train\459999\4599990126\4599990126.jpg,1,2,0,1,train
Train\459999\4599990128\4599990128.jpg,2,3,1,1,train
Train\459999\4599990129\4599990129.jpg,0,2,1,1,train
Train\459999\459999013\459999013.jpg,1,3,2,1,train
Train\459999\4599990130\4599990130.jpg,0,3,1,0,train
Train\459999\4599990131\4599990131.jpg,0,3,2,0,train
Train\459999\4599990132\4599990132.jpg,1,1,1,1,train
Train\459999\4599990133\4599990133.jpg,2,2,1,1,train
Train\459999\4599990134\4599990134.jpg,0,3,1,0,train
Train\459999\4599990136\4599990136.jpg,1,3,0,0,train
Train\459999\4599990137\4599990137.jpg,1,3,0,0,train
Train\459999\4599990139\4599990139.jpg,0,3,0,0,train
Train\459999\4599990141\4599990141.jpg,0,3,0,0,train
Train\459999\4599990144\4599990144.jpg,1,3,1,0,train
Train\459999\4599990146\4599990146.jpg,0,3,0,0,train
Train\459999\4599990148\4599990148.jpg,1,2,1,1,train
Train\459999\4599990149\4599990149.jpg,1,3,1,0,train
Train\459999\4599990153\4599990153.jpg,3,3,1,0,train
Train\459999\4599990154\4599990154.jpg,1,3,0,0,train
Train\459999\4599990155\4599990155.jpg,1,3,0,0,train
Train\459999\459999016\459999016.jpg,2,3,0,0,train
Train\459999\4599990163\4599990163.jpg,1,2,1,1,train
Train\459999\4599990165\4599990165.jpg,0,3,0,0,train
Train\459999\4599990166\4599990166.jpg,2,3,1,1,train
Train\459999\4599990168\4599990168.jpg,2,3,0,0,train
Train\459999\459999017\459999017.jpg,1,2,0,0,train
Train\459999\4599990171\4599990171.jpg,1,3,0,0,train
Train\459999\459999021\459999021.jpg,0,3,0,0,train
Train\459999\4599990211\4599990211.jpg,3,3,1,0,train
Train\459999\4599990212\4599990212.jpg,0,3,0,0,train
Train\459999\4599990214\4599990214.jpg,1,2,1,1,train
Train\459999\4599990216\4599990216.jpg,1,3,0,0,train
Train\459999\4599990218\4599990218.jpg,0,3,0,0,train
Train\459999\459999022\459999022.jpg,1,3,1,0,train
Train\459999\4599990221\4599990221.jpg,0,3,0,0,train
Train\459999\4599990222\4599990222.jpg,0,3,0,0,train
Train\459999\4599990223\4599990223.jpg,0,3,0,0,train
Train\459999\4599990224\4599990224.jpg,1,3,0,0,train
Train\459999\4599990226\4599990226.jpg,0,3,0,0,train
Train\459999\4599990231\4599990231.jpg,1,3,1,0,train
Train\459999\4599990233\4599990233.jpg,1,2,0,1,train
Train\459999\4599990234\4599990234.jpg,0,3,0,0,train
Train\459999\4599990235\4599990235.jpg,0,1,0,1,train
Train\459999\4599990238\4599990238.jpg,0,3,1,0,train
Train\459999\459999024\459999024.jpg,2,3,3,0,train
Train\459999\4599990240\4599990240.jpg,2,3,1,1,train
Train\459999\4599990241\4599990241.jpg,1,3,1,0,train
Train\459999\4599990243\4599990243.jpg,1,2,1,0,train
Train\459999\4599990244\4599990244.jpg,1,3,0,0,train
Train\459999\4599990245\4599990245.jpg,1,2,2,0,train
Train\459999\4599990246\4599990246.jpg,0,3,0,0,train
Train\459999\4599990247\4599990247.jpg,0,3,0,0,train
Train\459999\4599990248\4599990248.jpg,1,2,1,1,train
Train\459999\4599990249\4599990249.jpg,0,3,0,0,train
Train\459999\459999025\459999025.jpg,1,3,0,0,train
Validation\400022\4000221001\4000221001.jpg,0,2,0,0,validation
Validation\400022\4000221002\4000221002.jpg,1,3,0,0,validation
Validation\400022\4000221006\4000221006.jpg,1,2,0,0,validation
Validation\400022\4000221008\4000221008.jpg,0,3,0,0,validation
Validation\400022\4000221009\4000221009.jpg,2,2,0,0,validation
Validation\400022\4000221010\4000221010.jpg,2,2,1,1,validation
Validation\400022\4000221011\4000221011.jpg,2,2,1,0,validation
Validation\400022\4000221013\4000221013.jpg,3,2,0,0,validation
Validation\400022\4000221014\4000221014.jpg,2,2,0,1,validation
Validation\400022\4000221015\4000221015.jpg,3,2,3,0,validation
Validation\400022\4000221016\4000221016.jpg,0,3,0,0,validation
Validation\400022\4000221017\4000221017.jpg,0,3,0,0,validation
Validation\400022\4000221018\4000221018.jpg,0,2,0,0,validation
Validation\400022\4000221024\4000221024.jpg,3,2,0,1,validation
Validation\400022\4000221033\4000221033.jpg,1,2,0,0,validation
Validation\400022\4000221034\4000221034.jpg,2,2,0,0,validation
Validation\400022\4000221035\4000221035.jpg,2,2,0,0,validation
Validation\400022\4000221036\4000221036.jpg,3,2,0,0,validation
Validation\400022\4000221040\4000221040.jpg,1,1,1,1,validation
Validation\400022\4000221041\4000221041.jpg,2,2,0,0,validation
Validation\400022\4000221042\4000221042.jpg,3,3,1,0,validation
Validation\400022\4000221054\4000221054.jpg,0,2,0,0,validation
Validation\400022\4000221055\4000221055.jpg,3,2,0,0,validation
Validation\400022\4000221061\4000221061.jpg,0,3,0,0,validation
Validation\400022\4000221062\4000221062.jpg,2,3,0,0,validation
Validation\400022\4000221064\4000221064.jpg,1,2,0,1,validation
Validation\400022\4000221065\4000221065.jpg,3,2,0,0,validation
Validation\400022\4000221066\4000221066.jpg,2,2,0,0,validation
Validation\400022\4000221067\4000221067.jpg,0,2,1,0,validation
Validation\400022\4000221071\4000221071.jpg,2,2,0,0,validation
Validation\400022\4000221072\4000221072.jpg,2,2,0,0,validation
Validation\400022\4000222001\4000222001.jpg,0,3,0,0,validation
Validation\400022\4000222003\4000222003.jpg,2,2,0,1,validation
Validation\400022\4000222004\4000222004.jpg,2,3,0,0,validation
Validation\400022\4000222007\4000222007.jpg,2,2,0,0,validation
Validation\400022\4000222012\4000222012.jpg,0,3,0,0,validation
Validation\400022\4000222013\4000222013.jpg,2,2,0,1,validation
Validation\400022\4000222014\4000222014.jpg,2,2,1,1,validation
Validation\400022\4000222015\4000222015.jpg,2,2,1,1,validation
Validation\400022\4000222017\4000222017.jpg,2,2,0,0,validation
Validation\400022\4000222031\4000222031.jpg,1,1,0,0,validation
Validation\400022\4000222032\4000222032.jpg,2,0,2,2,validation
Validation\400022\4000222035\4000222035.jpg,3,2,0,0,validation
Validation\400022\4000222036\4000222036.jpg,2,1,0,0,validation
Validation\400022\4000222038\4000222038.jpg,1,3,0,0,validation
Validation\400022\4000222039\4000222039.jpg,2,3,0,0,validation
Validation\400022\4000222040\4000222040.jpg,2,2,1,0,validation
Validation\400022\4000222041\4000222041.jpg,2,1,0,0,validation
Validation\400022\4000222042\4000222042.jpg,3,2,0,0,validation
Validation\400022\4000222044\4000222044.jpg,3,2,1,0,validation
Validation\400022\4000222045\4000222045.jpg,0,2,0,0,validation
Validation\400022\4000222046\4000222046.jpg,0,3,0,0,validation
Validation\400022\4000222051\4000222051.jpg,2,2,0,0,validation
Validation\400022\4000222052\4000222052.jpg,2,2,0,0,validation
Validation\400022\4000222054\4000222054.jpg,0,3,0,1,validation
Validation\400022\4000222056\4000222056.jpg,1,2,0,0,validation
Validation\400022\4000222057\4000222057.jpg,1,2,0,0,validation
Validation\400022\4000222068\4000222068.jpg,2,2,2,2,validation
Validation\400022\4000222069\4000222069.jpg,2,2,2,2,validation
Validation\400022\4000222070\4000222070.jpg,2,3,0,0,validation
Validation\400023\4000231001\4000231001.jpg,0,3,0,0,validation
Validation\400023\4000231008\4000231008.jpg,1,2,0,0,validation
Validation\400023\4000231010\4000231010.jpg,0,2,0,0,validation
Validation\400023\4000231011\4000231011.jpg,0,3,0,0,validation
Validation\400023\4000231012\4000231012.jpg,1,3,1,0,validation
Validation\400023\4000231013\4000231013.jpg,1,2,1,0,validation
Validation\400023\4000231014\4000231014.jpg,0,2,0,0,validation
Validation\400023\4000231021\4000231021.jpg,0,3,0,0,validation
Validation\400023\4000231032\4000231032.jpg,0,3,0,0,validation
Validation\400023\4000231033\4000231033.jpg,1,2,1,1,validation
Validation\400023\4000231034\4000231034.jpg,0,2,0,1,validation
Validation\400023\4000231037\4000231037.jpg,0,3,1,1,validation
Validation\400023\4000231038\4000231038.jpg,0,3,0,0,validation
Validation\400023\4000231047\4000231047.jpg,1,2,0,0,validation
Validation\400023\4000231049\4000231049.jpg,0,2,1,0,validation
Validation\400023\4000231052\4000231052.jpg,1,2,1,0,validation
Validation\400023\4000231060\4000231060.jpg,0,2,0,0,validation
Validation\400023\4000231061\4000231061.jpg,1,2,0,0,validation
Validation\400023\4000231063\4000231063.jpg,1,2,0,0,validation
Validation\400023\4000231065\4000231065.jpg,0,3,0,0,validation
Validation\400023\4000231070\4000231070.jpg,0,3,2,0,validation
Validation\400023\4000231071\4000231071.jpg,1,2,0,0,validation
Validation\400023\4000231073\4000231073.jpg,0,2,0,0,validation
Validation\400023\4000231074\4000231074.jpg,0,3,0,0,validation
Validation\400023\4000231081\4000231081.jpg,0,3,0,0,validation
Validation\400023\4000232001\4000232001.jpg,0,2,1,0,validation
